day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14039,1420,1825,8446,0,0
15,14039,1420,1825,8446,0,0
20,14039,1420,1825,8446,0,0
25,14039,1420,1825,8446,0,0
30,14039,1420,1825,8446,0,0
35,14038,1420,1825,8446,0,0
40,14036,1420,1825,8445,0,0
45,14036,1420,1825,8444,0,0
50,14032,1418,1825,8443,0,0
55,14032,1418,1825,8443,0,0
60,14031,1418,1825,8442,0,0
65,14283,1418,1825,8687,1,0
70,14264,1418,1825,8675,0,0
75,14264,1418,1825,8675,0,0
80,14264,1418,1825,8675,0,0
85,14263,1418,1825,8675,0,0
90,14262,1418,1824,8674,0,0
95,14260,1418,1824,8674,0,0
100,14260,1418,1823,8674,0,0
105,14259,1418,1823,8674,0,0
110,14259,1418,1822,8674,0,0
115,14257,1418,1822,8674,0,0
120,14345,1417,1822,8760,1,0
125,14337,1417,1822,8756,0,0
130,14334,1415,1822,8756,0,0
135,14334,1415,1822,8756,0,0
140,14332,1411,1824,8756,0,0
145,14331,1411,1824,8756,0,0
150,14328,1410,1824,8756,0,0
155,14327,1410,1824,8756,0,0
160,14326,1410,1824,8755,0,0
165,14326,1410,1823,8755,0,0
170,14324,1409,1823,8755,0,0
175,14324,1409,1823,8755,0,0
180,14323,1409,1823,8755,0,0
185,14323,1409,1823,8755,0,0
190,14322,1409,1823,8755,0,0
195,14322,1409,1823,8755,0,0
200,14321,1409,1823,8755,0,0
205,14321,1409,1823,8755,0,0
210,14312,1400,1823,8755,0,0
215,14312,1400,1823,8755,0,0
220,14309,1399,1823,8753,0,0
225,14308,1399,1823,8753,0,0
230,14308,1399,1822,8753,0,0
235,14306,1399,1822,8752,0,0
240,14304,1399,1822,8751,0,0
245,14304,1399,1821,8751,0,0
250,14304,1399,1821,8751,0,0
255,14303,1399,1821,8751,0,0
260,14296,1393,1820,8751,0,0
265,14295,1393,1820,8751,0,0
270,14295,1393,1820,8751,0,0
275,14294,1393,1820,8751,0,0
280,14293,1392,1821,8751,0,0
285,14293,1392,1821,8751,0,0
290,14291,1390,1821,8751,0,0
295,14291,1390,1821,8751,0,0
300,14289,1390,1820,8749,0,0
305,14288,1390,1819,8749,0,0
310,14287,1390,1819,8749,0,0
315,14287,1390,1817,8749,0,0
320,14284,1390,1816,8748,0,0
325,14282,1390,1815,8747,0,0
330,14276,1385,1814,8747,0,0
335,14275,1385,1814,8747,0,0
340,14274,1384,1814,8747,0,0
345,14274,1384,1814,8747,0,0
350,14273,1383,1814,8747,0,0
355,14273,1383,1810,8747,0,0
360,14267,1382,1810,8747,0,0
365,14266,1382,1810,8746,0,0
370,14266,1382,1810,8746,0,0
375,14266,1382,1810,8746,0,0
380,14263,1379,1810,8746,0,0
385,14263,1379,1810,8745,0,0
390,14262,1379,1810,8744,0,0
395,14261,1379,1809,8744,0,0
400,14260,1379,1809,8744,0,0
405,14259,1379,1809,8743,0,0
410,14251,1372,1809,8742,0,0
415,14249,1372,1809,8741,0,0
420,14249,1372,1809,8741,0,0
