day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14040,1420,1825,8447,0,0
20,14040,1420,1825,8445,0,0
25,14037,1420,1825,8444,0,0
30,14036,1420,1825,8443,0,0
35,14035,1420,1825,8442,0,0
40,14034,1420,1825,8442,0,0
45,14034,1420,1825,8442,0,0
50,14032,1418,1825,8442,0,0
55,14032,1418,1825,8442,0,0
60,14031,1418,1825,8442,0,0
65,14030,1418,1825,8441,0,0
70,14030,1418,1825,8441,0,0
75,14030,1418,1825,8441,0,0
80,14029,1418,1825,8441,0,0
85,14028,1418,1825,8441,0,0
90,14027,1418,1824,8440,0,0
95,14025,1418,1824,8440,0,0
100,14025,1418,1823,8440,0,0
105,14024,1418,1823,8440,0,0
110,14024,1418,1822,8440,0,0
115,14022,1418,1822,8440,0,0
120,14021,1417,1822,8440,0,0
125,14019,1417,1822,8440,0,0
130,14015,1415,1822,8439,0,0
135,14014,1415,1822,8439,0,0
140,14009,1411,1822,8438,0,0
145,14009,1411,1822,8438,0,0
150,14006,1410,1822,8438,0,0
155,14005,1410,1822,8438,0,0
160,14005,1410,1822,8438,0,0
165,14005,1410,1821,8438,0,0
170,14003,1409,1821,8438,0,0
175,14003,1409,1821,8438,0,0
180,14002,1409,1821,8438,0,0
185,14002,1409,1821,8438,0,0
190,14000,1409,1821,8437,0,0
195,14000,1409,1821,8437,0,0
200,13999,1409,1821,8437,0,0
205,13997,1409,1821,8435,0,0
210,15609,1400,1821,9824,1,0
215,15339,1400,1821,9671,0,0
220,15336,1399,1821,9670,0,0
225,15336,1399,1821,9670,0,0
230,15336,1399,1820,9670,0,0
235,15335,1399,1820,9670,0,0
240,15334,1399,1820,9670,0,0
245,15333,1399,1819,9669,0,0
250,15332,1399,1819,9668,0,0
255,15331,1399,1819,9668,0,0
260,15325,1393,1819,9667,0,0
265,15324,1393,1819,9667,0,0
270,15324,1393,1819,9667,0,0
275,15323,1393,1819,9667,0,0
280,15320,1392,1819,9666,0,0
285,15320,1392,1819,9666,0,0
290,15319,1390,1820,9666,0,0
295,15319,1390,1820,9666,0,0
300,15318,1390,1819,9665,0,0
305,15317,1390,1818,9665,0,0
310,15316,1390,1818,9665,0,0
315,15313,1390,1816,9662,0,0
320,15311,1390,1815,9662,0,0
325,15310,1390,1814,9662,0,0
330,15303,1385,1813,9661,0,0
335,15302,1385,1813,9661,0,0
340,15301,1384,1813,9660,0,0
345,15300,1384,1813,9660,0,0
350,15299,1383,1813,9660,0,0
355,15299,1383,1809,9660,0,0
360,15292,1382,1809,9659,0,0
365,15291,1382,1809,9658,0,0
370,15290,1382,1809,9658,0,0
375,15290,1382,1809,9658,0,0
380,15286,1379,1809,9657,0,0
385,15286,1379,1809,9657,0,0
390,15285,1379,1809,9656,0,0
395,15283,1379,1808,9654,0,0
400,15282,1379,1808,9654,0,0
405,15282,1379,1808,9654,0,0
410,15278,1372,1811,9654,0,0
415,15276,1372,1811,9652,0,0
420,15275,1372,1811,9651,0,0
