day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14038,1420,1825,8445,0,0
20,14035,1420,1825,8442,0,0
25,14033,1420,1825,8440,0,0
30,14033,1420,1825,8440,0,0
35,14033,1420,1825,8439,0,0
40,14030,1420,1825,8438,0,0
45,14030,1420,1825,8438,0,0
50,14028,1418,1825,8438,0,0
55,14028,1418,1825,8438,0,0
60,14027,1418,1825,8438,0,0
65,14027,1418,1825,8438,0,0
70,14027,1418,1825,8438,0,0
75,14027,1418,1825,8438,0,0
80,14027,1418,1825,8438,0,0
85,14026,1418,1825,8438,0,0
90,14026,1418,1824,8438,0,0
95,14024,1418,1824,8438,0,0
100,14024,1418,1823,8438,0,0
105,14023,1418,1823,8438,0,0
110,14023,1418,1822,8438,0,0
115,14021,1418,1822,8438,0,0
120,14020,1417,1823,8437,0,0
125,14016,1417,1823,8435,0,0
130,14013,1415,1823,8435,0,0
135,14013,1415,1823,8435,0,0
140,14009,1411,1823,8435,0,0
145,14009,1411,1823,8435,0,0
150,14007,1410,1824,8435,0,0
155,14006,1410,1824,8435,0,0
160,14006,1410,1824,8435,0,0
165,14005,1410,1823,8434,0,0
170,14004,1409,1824,8434,0,0
175,14004,1409,1824,8434,0,0
180,14003,1409,1824,8434,0,0
185,14003,1409,1824,8434,0,0
190,14002,1409,1824,8434,0,0
195,14001,1409,1824,8433,0,0
200,14000,1409,1824,8433,0,0
205,14000,1409,1824,8433,0,0
210,13992,1400,1825,8433,0,0
215,13992,1400,1825,8433,0,0
220,13989,1399,1825,8432,0,0
225,13989,1399,1825,8432,0,0
230,13989,1399,1824,8432,0,0
235,13988,1399,1824,8432,0,0
240,13986,1399,1824,8431,0,0
245,13986,1399,1823,8431,0,0
250,13986,1399,1823,8431,0,0
255,13985,1399,1823,8431,0,0
260,13978,1393,1822,8430,0,0
265,13977,1393,1822,8430,0,0
270,13977,1393,1822,8430,0,0
275,13976,1393,1822,8430,0,0
280,13974,1392,1822,8430,0,0
285,13973,1392,1822,8430,0,0
290,13972,1390,1823,8430,0,0
295,13972,1390,1823,8430,0,0
300,13972,1390,1822,8430,0,0
305,13971,1390,1821,8430,0,0
310,13969,1390,1821,8429,0,0
315,13968,1390,1819,8429,0,0
320,13966,1390,1818,8429,0,0
325,13964,1390,1817,8429,0,0
330,13959,1385,1817,8429,0,0
335,13958,1385,1817,8429,0,0
340,13957,1384,1817,8429,0,0
345,13957,1384,1817,8429,0,0
350,13957,1383,1818,8429,0,0
355,13957,1383,1814,8429,0,0
360,13951,1382,1814,8429,0,0
365,13950,1382,1814,8428,0,0
370,13950,1382,1814,8428,0,0
375,13950,1382,1814,8428,0,0
380,13947,1379,1814,8428,0,0
385,13946,1379,1814,8427,0,0
390,13945,1379,1814,8426,0,0
395,13945,1379,1813,8426,0,0
400,13944,1379,1813,8426,0,0
405,13943,1379,1813,8425,0,0
410,13936,1372,1813,8425,0,0
415,13936,1372,1813,8425,0,0
420,13936,1372,1813,8425,0,0
