day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14041,1420,1826,8447,0,0
15,14040,1420,1826,8446,0,0
20,14039,1420,1826,8445,0,0
25,14039,1420,1826,8445,0,0
30,14038,1420,1826,8444,0,0
35,14038,1420,1826,8444,0,0
40,14036,1420,1826,8443,0,0
45,14036,1420,1826,8443,0,0
50,14034,1418,1826,8443,0,0
55,14033,1418,1826,8442,0,0
60,14032,1418,1826,8442,0,0
65,14031,1418,1826,8441,0,0
70,14031,1418,1826,8441,0,0
75,14031,1418,1826,8441,0,0
80,14031,1418,1826,8441,0,0
85,14030,1418,1826,8441,0,0
90,14030,1418,1825,8441,0,0
95,14028,1418,1825,8441,0,0
100,14027,1418,1824,8440,0,0
105,14026,1418,1824,8440,0,0
110,14026,1418,1823,8440,0,0
115,14024,1418,1823,8440,0,0
120,14022,1417,1823,8439,0,0
125,14020,1417,1823,8439,0,0
130,14017,1415,1823,8439,0,0
135,14017,1415,1823,8439,0,0
140,14014,1411,1824,8439,0,0
145,14013,1411,1824,8438,0,0
150,14009,1410,1824,8437,0,0
155,14007,1410,1824,8435,0,0
160,14006,1410,1824,8435,0,0
165,14006,1410,1823,8435,0,0
170,14005,1409,1824,8435,0,0
175,14005,1409,1824,8435,0,0
180,14004,1409,1824,8435,0,0
185,14004,1409,1824,8435,0,0
190,14003,1409,1824,8435,0,0
195,14003,1409,1824,8435,0,0
200,14002,1409,1824,8435,0,0
205,14002,1409,1824,8435,0,0
210,13993,1400,1824,8435,0,0
215,13993,1400,1824,8435,0,0
220,13991,1399,1824,8435,0,0
225,13991,1399,1824,8435,0,0
230,13990,1399,1823,8434,0,0
235,13989,1399,1823,8434,0,0
240,13988,1399,1823,8434,0,0
245,13988,1399,1822,8434,0,0
250,13988,1399,1822,8434,0,0
255,13987,1399,1822,8434,0,0
260,13981,1393,1821,8434,0,0
265,13980,1393,1821,8434,0,0
270,13980,1393,1821,8434,0,0
275,13979,1393,1821,8434,0,0
280,13977,1392,1821,8434,0,0
285,13977,1392,1821,8434,0,0
290,13975,1390,1821,8434,0,0
295,13975,1390,1821,8434,0,0
300,13974,1390,1820,8433,0,0
305,13972,1390,1819,8431,0,0
310,13970,1390,1819,8431,0,0
315,13970,1390,1817,8431,0,0
320,13967,1390,1816,8430,0,0
325,13966,1390,1815,8430,0,0
330,13960,1385,1814,8430,0,0
335,13959,1385,1814,8430,0,0
340,13958,1384,1814,8430,0,0
345,13958,1384,1814,8430,0,0
350,13957,1383,1814,8430,0,0
355,13957,1383,1810,8430,0,0
360,13950,1382,1810,8429,0,0
365,13950,1382,1810,8429,0,0
370,13950,1382,1810,8429,0,0
375,13950,1382,1810,8429,0,0
380,13947,1379,1810,8429,0,0
385,13947,1379,1810,8429,0,0
390,13947,1379,1810,8429,0,0
395,13947,1379,1809,8429,0,0
400,13946,1379,1809,8428,0,0
405,13945,1379,1809,8427,0,0
410,13936,1372,1809,8426,0,0
415,13935,1372,1809,8425,0,0
420,13935,1372,1809,8425,0,0
