day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14038,1420,1825,8445,0,0
20,14038,1420,1825,8445,0,0
25,14037,1420,1825,8444,0,0
30,14037,1420,1825,8444,0,0
35,14036,1420,1825,8443,0,0
40,14033,1420,1825,8442,0,0
45,14033,1420,1825,8442,0,0
50,14030,1418,1825,8440,0,0
55,14029,1418,1825,8440,0,0
60,14028,1418,1825,8440,0,0
65,14028,1418,1825,8440,0,0
70,14028,1418,1825,8440,0,0
75,14027,1418,1825,8439,0,0
80,14027,1418,1825,8439,0,0
85,14025,1418,1825,8438,0,0
90,14022,1418,1824,8435,0,0
95,14020,1418,1824,8435,0,0
100,14020,1418,1823,8435,0,0
105,14019,1418,1823,8435,0,0
110,14018,1418,1822,8434,0,0
115,14016,1418,1822,8434,0,0
120,14015,1417,1822,8434,0,0
125,14013,1417,1822,8434,0,0
130,14008,1415,1822,8432,0,0
135,14007,1415,1822,8431,0,0
140,14003,1411,1823,8430,0,0
145,14003,1411,1823,8430,0,0
150,14000,1410,1823,8430,0,0
155,13999,1410,1823,8430,0,0
160,13999,1410,1823,8430,0,0
165,13999,1410,1822,8430,0,0
170,13997,1409,1822,8430,0,0
175,13997,1409,1822,8430,0,0
180,13996,1409,1822,8430,0,0
185,13996,1409,1822,8430,0,0
190,13995,1409,1822,8430,0,0
195,13995,1409,1822,8430,0,0
200,13994,1409,1822,8430,0,0
205,13994,1409,1822,8430,0,0
210,13985,1400,1822,8430,0,0
215,13984,1400,1822,8429,0,0
220,13982,1399,1821,8428,0,0
225,13980,1399,1821,8428,0,0
230,13980,1399,1820,8428,0,0
235,13979,1399,1820,8428,0,0
240,13978,1399,1820,8428,0,0
245,13978,1399,1819,8428,0,0
250,13978,1399,1819,8428,0,0
255,13977,1399,1819,8428,0,0
260,13971,1393,1818,8428,0,0
265,13969,1393,1818,8428,0,0
270,13969,1393,1818,8428,0,0
275,13968,1393,1818,8428,0,0
280,13966,1392,1819,8428,0,0
285,13966,1392,1819,8428,0,0
290,13962,1390,1819,8426,0,0
295,13962,1390,1819,8426,0,0
300,13962,1390,1818,8426,0,0
305,13960,1390,1817,8426,0,0
310,13959,1390,1817,8426,0,0
315,13959,1390,1815,8426,0,0
320,13957,1390,1814,8426,0,0
325,13956,1390,1813,8426,0,0
330,13950,1385,1812,8426,0,0
335,13948,1385,1812,8426,0,0
340,13947,1384,1812,8426,0,0
345,13947,1384,1812,8426,0,0
350,13946,1383,1812,8426,0,0
355,13946,1383,1808,8426,0,0
360,13940,1382,1808,8426,0,0
365,13940,1382,1808,8426,0,0
370,13940,1382,1808,8426,0,0
375,13940,1382,1808,8426,0,0
380,13937,1379,1808,8426,0,0
385,13937,1379,1808,8426,0,0
390,13937,1379,1808,8426,0,0
395,13937,1379,1807,8426,0,0
400,13936,1379,1807,8426,0,0
405,13934,1379,1807,8424,0,0
410,13927,1372,1807,8424,0,0
415,13927,1372,1807,8424,0,0
420,13927,1372,1807,8424,0,0
