day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14040,1420,1825,8447,0,0
20,14039,1420,1825,8446,0,0
25,14039,1420,1825,8446,0,0
30,14037,1420,1825,8444,0,0
35,14035,1420,1825,8442,0,0
40,14033,1420,1825,8441,0,0
45,14033,1420,1825,8440,0,0
50,14029,1418,1825,8438,0,0
55,14028,1418,1825,8438,0,0
60,14027,1418,1825,8438,0,0
65,14027,1418,1825,8438,0,0
70,14027,1418,1825,8438,0,0
75,14027,1418,1825,8438,0,0
80,14027,1418,1825,8438,0,0
85,14026,1418,1825,8438,0,0
90,14026,1418,1824,8438,0,0
95,14024,1418,1824,8438,0,0
100,14024,1418,1823,8438,0,0
105,14021,1418,1823,8436,0,0
110,14021,1418,1822,8436,0,0
115,14019,1418,1822,8436,0,0
120,14016,1417,1822,8435,0,0
125,14014,1417,1822,8435,0,0
130,14011,1415,1822,8435,0,0
135,14011,1415,1822,8435,0,0
140,14007,1411,1822,8435,0,0
145,14007,1411,1822,8435,0,0
150,14004,1410,1822,8435,0,0
155,14003,1410,1822,8435,0,0
160,14003,1410,1822,8435,0,0
165,14003,1410,1821,8435,0,0
170,14001,1409,1821,8435,0,0
175,14001,1409,1821,8435,0,0
180,14000,1409,1821,8435,0,0
185,14000,1409,1821,8435,0,0
190,13999,1409,1821,8434,0,0
195,13998,1409,1821,8434,0,0
200,13996,1409,1821,8433,0,0
205,13996,1409,1821,8433,0,0
210,13988,1400,1822,8433,0,0
215,13988,1400,1822,8433,0,0
220,13986,1399,1822,8433,0,0
225,13986,1399,1822,8433,0,0
230,13986,1399,1821,8433,0,0
235,13985,1399,1821,8433,0,0
240,13984,1399,1821,8433,0,0
245,13984,1399,1820,8433,0,0
250,13984,1399,1820,8433,0,0
255,13983,1399,1820,8433,0,0
260,13977,1393,1819,8433,0,0
265,13976,1393,1819,8433,0,0
270,13976,1393,1819,8433,0,0
275,13975,1393,1819,8433,0,0
280,13973,1392,1819,8433,0,0
285,13972,1392,1819,8431,0,0
290,13968,1390,1819,8430,0,0
295,13967,1390,1819,8429,0,0
300,13967,1390,1818,8429,0,0
305,13965,1390,1817,8428,0,0
310,13962,1390,1817,8426,0,0
315,13962,1390,1815,8426,0,0
320,13959,1390,1814,8425,0,0
325,13958,1390,1813,8424,0,0
330,13951,1385,1812,8424,0,0
335,13949,1385,1812,8423,0,0
340,13948,1384,1812,8423,0,0
345,13948,1384,1812,8423,0,0
350,13947,1383,1812,8423,0,0
355,13946,1383,1808,8423,0,0
360,13940,1382,1808,8423,0,0
365,13939,1382,1808,8422,0,0
370,13939,1382,1808,8422,0,0
375,13939,1382,1808,8422,0,0
380,13936,1379,1808,8422,0,0
385,13936,1379,1808,8422,0,0
390,13936,1379,1808,8422,0,0
395,13935,1379,1807,8421,0,0
400,13934,1379,1807,8421,0,0
405,13933,1379,1807,8420,0,0
410,13926,1372,1807,8420,0,0
415,13925,1372,1807,8419,0,0
420,13925,1372,1807,8419,0,0
