day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14040,1420,1825,8447,0,0
20,14040,1420,1825,8446,0,0
25,14038,1420,1825,8445,0,0
30,14038,1420,1825,8445,0,0
35,14038,1420,1825,8445,0,0
40,14037,1420,1825,8445,0,0
45,14036,1420,1825,8444,0,0
50,14035,1418,1826,8444,0,0
55,14035,1418,1826,8444,0,0
60,14034,1418,1826,8444,0,0
65,14033,1418,1826,8443,0,0
70,14033,1418,1826,8443,0,0
75,14033,1418,1826,8443,0,0
80,14033,1418,1826,8443,0,0
85,14297,1418,1826,8699,1,0
90,14268,1418,1825,8675,0,0
95,14265,1418,1825,8675,0,0
100,14265,1418,1824,8675,0,0
105,14264,1418,1824,8675,0,0
110,14264,1418,1823,8675,0,0
115,14261,1418,1823,8674,0,0
120,14260,1417,1823,8674,0,0
125,14258,1417,1823,8674,0,0
130,14255,1415,1823,8672,0,0
135,14253,1415,1823,8672,0,0
140,14248,1411,1823,8671,0,0
145,14248,1411,1823,8671,0,0
150,14244,1410,1823,8670,0,0
155,14243,1410,1823,8670,0,0
160,14243,1410,1823,8670,0,0
165,14243,1410,1822,8670,0,0
170,14241,1409,1822,8670,0,0
175,14241,1409,1822,8670,0,0
180,14240,1409,1822,8669,0,0
185,14239,1409,1822,8669,0,0
190,14238,1409,1822,8669,0,0
195,14237,1409,1822,8668,0,0
200,14235,1409,1822,8667,0,0
205,14235,1409,1822,8667,0,0
210,14225,1400,1823,8665,0,0
215,14225,1400,1823,8665,0,0
220,14223,1399,1823,8665,0,0
225,14223,1399,1823,8665,0,0
230,14223,1399,1822,8665,0,0
235,14222,1399,1822,8665,0,0
240,14221,1399,1822,8665,0,0
245,14221,1399,1821,8665,0,0
250,14221,1399,1821,8665,0,0
255,14220,1399,1821,8665,0,0
260,14214,1393,1820,8665,0,0
265,14212,1393,1820,8664,0,0
270,14212,1393,1820,8664,0,0
275,14211,1393,1820,8664,0,0
280,14208,1392,1820,8663,0,0
285,14208,1392,1820,8662,0,0
290,14205,1390,1820,8662,0,0
295,14205,1390,1820,8662,0,0
300,14205,1390,1819,8662,0,0
305,14204,1390,1818,8662,0,0
310,14203,1390,1818,8662,0,0
315,14203,1390,1816,8662,0,0
320,14201,1390,1815,8662,0,0
325,14199,1390,1814,8661,0,0
330,14194,1385,1814,8661,0,0
335,14193,1385,1814,8661,0,0
340,14192,1384,1814,8661,0,0
345,14192,1384,1814,8661,0,0
350,14191,1383,1814,8660,0,0
355,14190,1383,1810,8660,0,0
360,14183,1382,1810,8659,0,0
365,14183,1382,1810,8659,0,0
370,14183,1382,1810,8659,0,0
375,14182,1382,1810,8659,0,0
380,14178,1379,1810,8658,0,0
385,14178,1379,1810,8658,0,0
390,14177,1379,1810,8657,0,0
395,14176,1379,1809,8656,0,0
400,14175,1379,1809,8656,0,0
405,14175,1379,1809,8656,0,0
410,14168,1372,1809,8656,0,0
415,14168,1372,1809,8656,0,0
420,14168,1372,1809,8656,0,0
