day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14040,1420,1825,8447,0,0
15,14039,1420,1825,8445,0,0
20,15968,1420,1824,10313,1,0
25,15832,1420,1824,10215,0,0
30,15831,1420,1824,10214,0,0
35,15831,1420,1824,10214,0,0
40,15830,1420,1824,10214,0,0
45,15829,1420,1824,10212,0,0
50,15826,1418,1824,10212,0,0
55,15825,1418,1824,10211,0,0
60,15824,1418,1824,10211,0,0
65,15821,1418,1824,10209,0,0
70,15820,1418,1824,10208,0,0
75,15817,1418,1824,10205,0,0
80,15816,1418,1824,10204,0,0
85,15815,1418,1824,10204,0,0
90,15814,1418,1823,10203,0,0
95,15810,1418,1822,10201,0,0
100,15809,1418,1821,10201,0,0
105,15808,1418,1821,10201,0,0
110,15808,1418,1820,10201,0,0
115,15806,1418,1820,10201,0,0
120,15805,1417,1820,10201,0,0
125,15803,1417,1820,10201,0,0
130,15799,1415,1820,10200,0,0
135,15798,1415,1820,10199,0,0
140,15792,1411,1820,10197,0,0
145,15791,1411,1820,10196,0,0
150,15788,1410,1820,10196,0,0
155,15786,1410,1820,10195,0,0
160,15786,1410,1820,10195,0,0
165,15785,1410,1819,10194,0,0
170,15783,1409,1819,10194,0,0
175,15782,1409,1819,10193,0,0
180,15781,1409,1819,10193,0,0
185,15781,1409,1819,10193,0,0
190,15779,1409,1819,10192,0,0
195,15779,1409,1819,10192,0,0
200,15778,1409,1819,10192,0,0
205,15778,1409,1819,10192,0,0
210,15768,1400,1819,10191,0,0
215,15768,1400,1819,10191,0,0
220,15767,1399,1819,10191,0,0
225,15766,1399,1819,10190,0,0
230,15765,1399,1818,10189,0,0
235,15762,1399,1818,10187,0,0
240,15760,1399,1818,10186,0,0
245,15759,1399,1817,10185,0,0
250,15759,1399,1817,10185,0,0
255,15757,1399,1817,10185,0,0
260,15751,1393,1816,10185,0,0
265,15750,1393,1816,10185,0,0
270,15750,1393,1816,10185,0,0
275,15749,1393,1816,10185,0,0
280,15745,1392,1816,10183,0,0
285,15745,1392,1816,10183,0,0
290,15743,1390,1816,10183,0,0
295,15741,1390,1816,10181,0,0
300,15739,1390,1815,10179,0,0
305,15738,1390,1814,10179,0,0
310,15735,1390,1814,10177,0,0
315,15735,1390,1812,10177,0,0
320,15731,1390,1811,10175,0,0
325,15728,1390,1810,10174,0,0
330,15722,1385,1809,10174,0,0
335,15719,1385,1809,10172,0,0
340,15718,1384,1809,10172,0,0
345,15718,1384,1809,10171,0,0
350,15716,1383,1809,10171,0,0
355,15712,1383,1805,10167,0,0
360,15706,1382,1805,10167,0,0
365,15705,1382,1805,10166,0,0
370,15705,1382,1805,10166,0,0
375,15704,1382,1805,10165,0,0
380,15701,1379,1806,10164,0,0
385,15701,1379,1806,10164,0,0
390,15701,1379,1806,10164,0,0
395,15700,1379,1805,10163,0,0
400,15698,1379,1805,10162,0,0
405,15698,1379,1805,10162,0,0
410,15689,1372,1805,10160,0,0
415,15687,1372,1805,10156,0,0
420,15683,1372,1805,10155,0,0
