day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14041,1420,1826,8447,0,0
15,14040,1420,1826,8446,0,0
20,14040,1420,1826,8446,0,0
25,14040,1420,1826,8446,0,0
30,14040,1420,1826,8446,0,0
35,14040,1420,1826,8446,0,0
40,14039,1420,1826,8446,0,0
45,14038,1420,1826,8445,0,0
50,14035,1418,1826,8444,0,0
55,14035,1418,1826,8444,0,0
60,14034,1418,1826,8444,0,0
65,14033,1418,1826,8442,0,0
70,14032,1418,1826,8442,0,0
75,14031,1418,1826,8441,0,0
80,14030,1418,1826,8440,0,0
85,14029,1418,1826,8440,0,0
90,14029,1418,1825,8440,0,0
95,14027,1418,1825,8439,0,0
100,14025,1418,1824,8438,0,0
105,14024,1418,1824,8438,0,0
110,14024,1418,1823,8438,0,0
115,14022,1418,1823,8438,0,0
120,14020,1417,1823,8436,0,0
125,14017,1417,1823,8436,0,0
130,14014,1415,1823,8436,0,0
135,14014,1415,1823,8436,0,0
140,14011,1411,1824,8436,0,0
145,14010,1411,1824,8435,0,0
150,14007,1410,1824,8435,0,0
155,14006,1410,1824,8435,0,0
160,14006,1410,1824,8435,0,0
165,14005,1410,1823,8434,0,0
170,14003,1409,1823,8434,0,0
175,14003,1409,1823,8434,0,0
180,14002,1409,1823,8434,0,0
185,14002,1409,1823,8434,0,0
190,14001,1409,1823,8434,0,0
195,14001,1409,1823,8434,0,0
200,14000,1409,1823,8434,0,0
205,14000,1409,1823,8433,0,0
210,13990,1400,1823,8433,0,0
215,13990,1400,1823,8433,0,0
220,13989,1399,1823,8433,0,0
225,13989,1399,1823,8433,0,0
230,13989,1399,1822,8433,0,0
235,13988,1399,1822,8433,0,0
240,13986,1399,1822,8432,0,0
245,13986,1399,1821,8432,0,0
250,13986,1399,1821,8432,0,0
255,13985,1399,1821,8432,0,0
260,13979,1393,1819,8432,0,0
265,13977,1393,1819,8432,0,0
270,13977,1393,1819,8432,0,0
275,13976,1393,1819,8432,0,0
280,13974,1392,1819,8431,0,0
285,13973,1392,1819,8431,0,0
290,13971,1390,1819,8431,0,0
295,13971,1390,1819,8431,0,0
300,13970,1390,1818,8430,0,0
305,13968,1390,1817,8429,0,0
310,13967,1390,1817,8429,0,0
315,13966,1390,1815,8428,0,0
320,13964,1390,1814,8428,0,0
325,13962,1390,1813,8427,0,0
330,13956,1385,1812,8427,0,0
335,13955,1385,1812,8427,0,0
340,13954,1384,1812,8427,0,0
345,13954,1384,1812,8427,0,0
350,13954,1383,1813,8427,0,0
355,13954,1383,1809,8427,0,0
360,13949,1382,1810,8427,0,0
365,13949,1382,1810,8427,0,0
370,13949,1382,1810,8427,0,0
375,13949,1382,1810,8427,0,0
380,13945,1379,1810,8426,0,0
385,13945,1379,1810,8426,0,0
390,13945,1379,1810,8426,0,0
395,13945,1379,1809,8426,0,0
400,13942,1379,1809,8424,0,0
405,13942,1379,1809,8424,0,0
410,13935,1372,1809,8424,0,0
415,13934,1372,1809,8423,0,0
420,13934,1372,1809,8423,0,0
